season,team,seed,adj_offense,adj_defense,tempo,sos,net_rating,q1_wins,q2_wins,q3_losses,q4_losses,recent_form,injuries_impact,fg3_pct,tov_pct,orb_pct,drb_pct,ft_rate,ast_rate,stl_rate,blk_rate,three_rate,opp_three_rate,opp_fg3_pct,opp_ft_rate
2022,Life Univ,11,71.582909,98.460266,75.275,14.742269,-10.057725,0,0,0,0,0.003261,0,0.26087,0.278977,0.3125,0.6875,0.15,0.578947,0.146131,0.013285,0.383333,0.421866,0.350785,0.287686
2022,Lincoln U (CA),12,75.665337,107.891068,78.45,19.519101,-13.28091,0,0,0,0,0.000865,0,0.25,0.344168,0.375,0.625,0.415094,0.333333,0.101976,0.012747,0.226415,0.309497,0.333935,0.355866
2022,Lindsey Wilson,10,92.166508,104.953492,78.125,14.647167,-0.152838,0,0,0,0,0.016599,0,0.384615,0.3584,0.15,0.85,0.326087,0.6,0.0256,0,0.282609,0.336303,0.352649,0.347439
2022,Lipscomb,7,108.327063,103.07991,71.354545,13.198813,10.4473,1,8,1,0,0.42301,0,0.344072,0.185586,0.212479,0.787521,0.350538,0.590588,0.062004,0.037797,0.417204,0.393913,0.33516,0.268464
2022,Little Rock,8,101.690742,101.216822,68.908929,13.93025,7.308818,2,4,0,0,0.21069,0,0.336752,0.200575,0.272418,0.727582,0.32513,0.55914,0.100547,0.031097,0.378886,0.374226,0.340586,0.295529
2022,LMU,5,108.705629,101.682207,68.15,20.008558,15.13958,2,9,0,0,0.252701,0,0.344828,0.194804,0.26597,0.73403,0.320253,0.449861,0.079945,0.025299,0.385443,0.364677,0.346771,0.296482
2022,Lncstr Bible,15,66.630348,124.246845,71.25,9.921295,-32.8787,0,0,1,0,0.000173,0,0.229508,0.231579,0.26,0.74,0.176991,0.612903,0.098246,0.014035,0.539823,0.343967,0.328482,0.279055
2022,Long Beach St,5,107.555978,98.71333,72.326562,15.34821,16.099706,5,10,0,0,0.578103,0,0.354132,0.185357,0.279295,0.720705,0.375602,0.495134,0.097215,0.044071,0.317282,0.338444,0.330462,0.314625
2022,Long Island,6,104.693131,95.764194,73.980833,10.116589,11.909936,0,9,1,0,0.74285,0,0.313984,0.183831,0.298646,0.701354,0.296784,0.625616,0.104081,0.066233,0.399578,0.369019,0.323009,0.293708
2022,Longwood,4,114.768939,96.345224,68.26875,8.401962,17.947424,0,17,0,0,0.743701,0,0.37971,0.175318,0.326907,0.673093,0.348936,0.526377,0.113522,0.035704,0.367021,0.378431,0.32785,0.294402
2022,Louisiana,5,105.273837,92.973175,70.846774,14.189986,15.970628,3,11,0,0,0.576139,0,0.345979,0.216733,0.307564,0.692436,0.351759,0.501305,0.096073,0.061468,0.367951,0.342047,0.330019,0.296983
2022,Louisiana Tech,3,112.900906,92.039548,69.891176,15.013043,21.965981,5,13,0,0,0.585823,0,0.340194,0.164962,0.256098,0.743902,0.313843,0.510428,0.093002,0.03072,0.412794,0.374417,0.33729,0.281747
2022,Louisville,3,107.091011,94.772913,68.06875,23.434343,20.253099,8,5,0,0,0.237477,0,0.309434,0.179506,0.27335,0.72665,0.250797,0.480503,0.089983,0.03535,0.422423,0.370358,0.347545,0.300258
2022,Loyola Chicago,1,117.090851,87.981072,66.9125,19.368218,30.41064,12,11,0,0,0.687507,0,0.38255,0.181674,0.228571,0.771429,0.317606,0.571429,0.103213,0.036428,0.428654,0.412781,0.340419,0.287881
2022,Loyola MD,7,101.422224,93.77438,67.521667,9.938154,10.618169,0,7,3,0,0.268299,0,0.318952,0.193024,0.260644,0.739356,0.245115,0.599732,0.116506,0.039493,0.384251,0.367508,0.339132,0.279746
2022,LSU,1,111.476037,83.210458,71.116667,24.735329,33.317682,17,4,0,0,0.521023,0,0.318584,0.204529,0.327317,0.672683,0.32976,0.487239,0.155954,0.061359,0.346095,0.377453,0.329266,0.315442
2022,LSU Alexandria,6,97.93933,95.508408,80.125,19.519101,13.71909,0,0,0,0,0.063849,0,0.4,0.237129,0.266667,0.733333,0.241935,0.464286,0.074883,0.074883,0.322581,0.309497,0.333935,0.355866
2022,LSU Shreveport,10,86.815495,108.816389,66.9625,24.038298,1.238295,0,0,0,0,0.01578,0,0.268293,0.186672,0.278689,0.721311,0.2,0.435897,0.097069,0.044801,0.356522,0.417062,0.348222,0.344874
2022,Lyon,11,99.802059,120.433908,69.925,15.472046,-3.327958,0,0,0,0,0.008724,0,0.444444,0.200215,0.258065,0.741935,0.433962,0.45,0.042903,0.028602,0.339623,0.305505,0.310891,0.331518
2022,M Hrdn-Blr,10,93.553809,108.671946,78.625,16.558464,-1.241545,0,0,0,0,0.019369,0,0.380952,0.248013,0.37931,0.62069,0.238095,0.586957,0.146264,0.044515,0.5,0.327803,0.323697,0.321801
2022,MA Col LA,16,62.406377,136.88188,77.275,11.922272,-48.877708,0,0,0,0,0.000008,0,0.275862,0.194112,0.272727,0.727273,0.134328,0.5625,0.064704,0.051763,0.432836,0.3203,0.30602,0.26406
2022,Maine,10,97.302049,103.957773,66.375,9.194336,0.615042,0,2,3,0,0.224063,0,0.307692,0.190142,0.284303,0.715697,0.208585,0.563504,0.108059,0.041561,0.385127,0.387839,0.337,0.271786
2022,Maine-Farm,12,68.523968,93.052387,76.125,0.615042,-15.184939,0,0,1,0,0.014154,0,0.235294,0.341544,0.204545,0.795455,0.288462,0.294118,0.10509,0.052545,0.326923,0.385127,0.307692,0.208585
2022,Manhatnvll,16,58.652749,125.420358,76.6,10.921318,-42.878667,0,0,0,0,0.000026,0,0.2,0.4047,0.32,0.68,0.347826,0.666667,0.091384,0.039164,0.326087,0.331525,0.307273,0.407474
2022,Manhattan,7,105.194309,98.824458,70.336667,12.687972,10.921318,2,10,0,0,0.396245,0,0.307273,0.205677,0.304304,0.695696,0.407474,0.473973,0.101891,0.047391,0.331525,0.37012,0.329322,0.300061
2022,Marist,5,105.924083,95.43366,68.005,13.725907,14.645923,2,10,1,0,0.558851,0,0.344037,0.181849,0.259962,0.740038,0.249856,0.352556,0.085778,0.049506,0.376511,0.361335,0.339028,0.301272
2022,Marquette,2,112.529024,94.155174,71.762903,25.34934,27.255594,15,4,0,0,0.417589,0,0.347204,0.17351,0.22119,0.77881,0.268187,0.594012,0.10968,0.071022,0.417481,0.369664,0.331432,0.308114
2022,Marshall,6,106.206519,98.751272,73.407576,15.427098,12.681644,2,7,0,0,0.4146,0,0.301205,0.178745,0.290375,0.709625,0.238253,0.512514,0.092056,0.066049,0.393925,0.388947,0.335671,0.289815
2022,Mary Baldwin,13,87.019382,124.775991,76.725,10.298825,-21.001167,0,0,1,0,0.001207,0,0.355932,0.18247,0.218182,0.781818,0.173228,0.5,0.091235,0.01955,0.464567,0.409477,0.33958,0.334168
2022,Maryland,2,113.03186,94.851472,68.142188,25.513383,24.932139,11,4,0,0,0.423269,0,0.325959,0.167848,0.269094,0.730906,0.338816,0.470886,0.093554,0.046777,0.371711,0.385924,0.351602,0.290726
2022,Marystl,9,92.752412,109.818683,64.175,20.140733,3.34073,0,0,0,0,0.012056,0,0.263158,0.140242,0.269231,0.730769,0.232143,0.454545,0.077912,0,0.339286,0.421875,0.354074,0.29
2022,Maryville TN,11,102.003363,118.009067,80.45,14.424951,-3.375045,0,0,0,0,0.010259,0,0.388889,0.198881,0.192308,0.807692,0.372881,0.482759,0.087011,0.07458,0.305085,0.435257,0.335723,0.282891
2022,McMurry,12,77.470331,109.335679,76.55,19.79486,-12.005151,0,0,0,0,0.001022,0,0.291667,0.365774,0.15,0.85,0.418605,0.705882,0.07838,0,0.55814,0.356928,0.312236,0.374498
2022,McNeese,8,104.807057,99.773492,76.046212,5.824584,6.93973,0,2,2,0,0.341259,0,0.312775,0.213586,0.342814,0.657186,0.36649,0.448017,0.10241,0.046224,0.328827,0.370302,0.329233,0.305774
2022,MD Eastern,8,96.586986,95.071418,70.799038,6.511093,6.703693,0,6,2,0,0.406979,0,0.320127,0.216757,0.315496,0.684504,0.31225,0.530081,0.143418,0.032052,0.420107,0.378039,0.316896,0.325166
2022,ME Fort Kent,14,61.161352,112.879946,67.8,8.290757,-27.509244,0,0,1,0,0.000923,0,0.275,0.280236,0.244898,0.755102,0.156863,0.607143,0.088496,0.022124,0.392157,0.380977,0.323386,0.292706
2022,Medgar Evers,16,70.865497,137.79155,78.8375,10.396019,-44.903964,0,0,0,0,0.000024,0,0.3,0.221976,0.448276,0.551724,0.24812,0.470588,0.095132,0.012684,0.451128,0.378359,0.326541,0.252683
2022,Memphis,1,113.890683,93.192435,71.546774,24.222934,30.653236,18,4,0,0,0.687196,0,0.358974,0.228589,0.322231,0.677769,0.384442,0.596407,0.121734,0.079353,0.307779,0.389474,0.339694,0.313464
2022,Menlo,11,82.555867,99.814954,65.8,5.739298,-5.060729,0,0,1,0,0.03094,0,0.4,0.303951,0.243902,0.756098,0.153846,0.6,0.075988,0.075988,0.384615,0.33808,0.358974,0.282972
2022,Mercer,5,110.529361,100.349982,66.862879,14.736203,14.742269,3,10,0,0,0.352464,0,0.350785,0.18491,0.23919,0.76081,0.287686,0.571256,0.092002,0.044415,0.421866,0.437307,0.343983,0.27517
2022,Merch Marn,16,60.973211,121.275309,84.5,11.909936,-42.890048,0,0,0,0,0.000022,0,0.212121,0.272189,0.342105,0.657895,0.307692,0.733333,0.059172,0,0.507692,0.399578,0.313984,0.296784
2022,Merrimack,8,99.305234,96.337643,64.300833,10.756402,8.291902,1,7,2,0,0.58123,0,0.330757,0.183512,0.261988,0.738012,0.261875,0.514116,0.140485,0.062208,0.404375,0.361837,0.328501,0.278534
2022,Methodist,15,64.709977,135.429008,71.95,18.103161,-38.69684,0,0,0,0,0.000016,0,0.24,0.19458,0.347826,0.652174,0.030769,0.529412,0.055594,0.027797,0.384615,0.352872,0.360738,0.318532
2022,Miami,2,118.978479,108.182789,67.659848,23.995986,27.331126,20,6,0,0,0.675334,0,0.352855,0.141976,0.246766,0.753234,0.288492,0.508791,0.128987,0.043444,0.358907,0.378755,0.343224,0.293072
2022,Miami Hamilton,12,87.492116,117.570364,78.025,8.296695,-16.503306,0,0,0,0,0.003261,0,0.28125,0.128164,0.166667,0.833333,0.296875,0.619048,0.089715,0.051266,0.5,0.372891,0.29927,0.262929
2022,Miami OH,7,111.836783,102.142219,69.501563,10.188102,11.669353,2,5,1,0,0.496735,0,0.345972,0.149277,0.284553,0.715447,0.241414,0.505747,0.079585,0.045413,0.426263,0.392818,0.321849,0.289924
2022,Mich Drbrn,14,78.423168,125.017692,77.5,13.927945,-26.53872,0,0,0,0,0.000244,0,0.31746,0.275269,0.274336,0.725664,0.105263,0.422535,0.073118,0.025806,0.331579,0.451878,0.349007,0.277434
2022,Michigan,1,117.93153,103.46874,67.371774,27.227622,30.180563,17,2,0,0,0.503909,0,0.339655,0.171413,0.281307,0.718693,0.289298,0.52381,0.070863,0.045965,0.3233,0.374546,0.351302,0.311626
2022,Michigan St,1,114.889397,98.025239,68.185294,26.186786,29.053456,20,2,0,0,0.468104,0,0.377709,0.191951,0.269992,0.730008,0.303876,0.607466,0.085407,0.074192,0.33385,0.37834,0.344488,0.301012
2022,Mid Atl Chrstn,14,75.393365,122.043961,74.791667,10.395687,-26.737639,0,0,1,0,0.001864,0,0.235294,0.205014,0.393258,0.606742,0.234375,0.472727,0.120334,0.017827,0.442708,0.352872,0.327687,0.331023
2022,Midway,15,73.091508,133.017851,76.658333,13.780624,-36.35271,0,0,0,0,0.000053,0,0.269231,0.243505,0.256098,0.743902,0.113514,0.46875,0.082618,0.017393,0.281081,0.451165,0.342167,0.231366
2022,Millersvll,9,97.561904,100.166887,74.85,7.730071,4.930077,0,0,0,0,0.094129,0,0.481481,0.320641,0.2,0.8,0.109091,0.62963,0.0668,0.01336,0.490909,0.316872,0.319109,0.323927
2022,Milligan,14,80.08054,128.20183,71.5375,13.130441,-24.669557,0,0,0,0,0.002384,0,0.271739,0.265595,0.283333,0.716667,0.149123,0.482353,0.097851,0.013979,0.403509,0.415543,0.331166,0.291905
2022,Millsaps,16,44.996616,116.274001,81.85,27.331285,-43.468718,0,0,0,0,0.000002,0,0.130435,0.378742,0.264706,0.735294,0.105263,0.363636,0.073305,0.061087,0.403509,0.331633,0.379021,0.28525
2022,Milwaukee,9,99.263924,100.43218,67.86875,10.894703,4.725954,1,2,1,0,0.302224,0,0.316879,0.194769,0.250653,0.749347,0.27036,0.480315,0.07229,0.054793,0.347922,0.389639,0.328767,0.291823
2022,Minn Duluth,12,80.194927,108.373134,84.85,20.356581,-12.443434,0,0,0,0,0.000865,0,0.30303,0.164997,0.15,0.85,0.083333,0.56,0.10607,0.047142,0.458333,0.362822,0.333333,0.320829
2022,Minnesota,3,109.91604,96.086052,66.115833,24.510687,21.99069,7,5,0,0,0.235255,0,0.367925,0.13915,0.197826,0.802174,0.236021,0.509409,0.080667,0.041846,0.374338,0.368785,0.346329,0.304186
2022,Miss College,11,82.796722,106.211321,74.6,14.424951,-7.375045,0,0,0,0,0.005344,0,0.214286,0.308311,0.268293,0.731707,0.290909,0.590909,0.080429,0.013405,0.254545,0.435257,0.335723,0.282891
2022,Miss Valley St,10,94.642087,107.130925,74.429464,12.388766,-2.675525,0,2,5,0,0.176531,0,0.304281,0.1809,0.306998,0.693002,0.312826,0.487218,0.099327,0.033109,0.379571,0.334823,0.321979,0.316331
2022,Mississippi St,2,113.072414,92.270252,67.750758,24.158419,27.829008,12,5,0,0,0.422285,0,0.294798,0.193669,0.314002,0.685998,0.384282,0.529271,0.118974,0.050542,0.281301,0.386295,0.329138,0.307193
2022,Missouri,4,105.250032,95.681826,67.639394,24.229069,18.841191,7,2,0,0,0.320091,0,0.280788,0.213252,0.31342,0.68658,0.299892,0.505063,0.096322,0.060033,0.328479,0.374899,0.325018,0.32647
2022,Missouri Bapt,8,88.716625,91.149146,74.5,11.865334,7.065331,0,0,0,0,0.073013,0,0.285714,0.255034,0.315789,0.684211,0.344828,0.636364,0.120805,0.013423,0.241379,0.43613,0.344363,0.36558
2022,Missouri S&T,10,93.001231,110.279567,77.725,23.104192,0.304191,0,0,0,0,0.004534,0,0.263158,0.15439,0.275862,0.724138,0.525424,0.421053,0.115793,0.025732,0.322034,0.396667,0.337535,0.278889
2022,Missouri St,2,119.648276,97.885922,68.230303,17.511432,25.64084,10,11,0,0,0.590618,0,0.374317,0.155889,0.231959,0.768041,0.279749,0.436422,0.078167,0.04841,0.382046,0.395877,0.344004,0.284781
2022,MIT,14,76.576897,130.676989,72.375,13.511096,-29.288887,0,0,0,0,0.000164,0,0.3,0.290155,0.375,0.625,0.086207,0.571429,0.110535,0.013817,0.344828,0.428025,0.331845,0.263057
2022,MN-Morris,15,67.82067,132.746974,79.275,24.381083,-37.418929,0,0,0,0,0.000007,0,0.315789,0.252286,0.15,0.85,0.155172,0.611111,0.0883,0.012614,0.327586,0.352883,0.449296,0.338469
2022,Mobile,11,75.704337,113.018333,65.175,19.027022,-10.772982,0,0,0,0,0.001425,0,0.3,0.306866,0.1875,0.8125,0.288889,0.411765,0.030687,0.076717,0.444444,0.351972,0.33612,0.321366
2022,Molloy,12,73.249335,110.534449,74,20.094624,-14.705365,0,0,0,0,0.000621,0,0.115385,0.175676,0.375,0.625,0,0.304348,0.108108,0.013514,0.342105,0.447106,0.340402,0.208583
2022,Monmouth,4,107.481534,94.015965,67.465441,16.496251,18.072737,6,15,0,0,0.481443,0,0.331288,0.173509,0.28606,0.71394,0.369191,0.49563,0.092858,0.049263,0.34047,0.367858,0.340265,0.297747
2022,Montana,7,108.25904,95.807623,68.160938,6.718872,11.700101,2,7,5,0,0.334038,0,0.349454,0.150379,0.204082,0.795918,0.361872,0.528967,0.080691,0.041721,0.365868,0.381235,0.327682,0.307042
2022,Montana St,4,113.28057,98.066442,70.166176,10.237153,17.585704,2,13,0,0,0.672113,0,0.368794,0.18234,0.245017,0.754983,0.386927,0.496674,0.074613,0.053235,0.371639,0.388053,0.347286,0.32342
2022,Montana Tech,10,91.755199,116.428577,69.65,28.33554,0.535526,0,0,0,0,0.001985,0,0.352941,0.157933,0.185185,0.814815,0.245614,0.428571,0.05743,0,0.298246,0.38847,0.348128,0.349677
2022,Montreat,16,78.267555,140.79185,80.8,11.457514,-42.342486,0,0,0,0,0.000026,0,0.290323,0.247525,0.275862,0.724138,0.123077,0.565217,0.061881,0.012376,0.476923,0.327828,0.341985,0.234735
2022,MORAVIAN,13,77.966047,115.79208,76.9,18.413117,-17.386872,0,0,0,0,0.000525,0,0.333333,0.208062,0.258065,0.741935,0.059701,0.521739,0.052016,0.026008,0.268657,0.387302,0.352459,0.339153
2022,Morehead St,3,109.55871,90.706132,66.632353,12.996509,19.684745,2,15,0,0,0.530928,0,0.360051,0.202604,0.284109,0.715891,0.283613,0.629032,0.087839,0.086515,0.412815,0.365197,0.327921,0.293572
2022,Morehouse,10,94.443718,105.4922,78.025,13.511096,0.711113,0,0,0,0,0.022739,0,0.529412,0.294777,0.194444,0.805556,0.358491,0.48,0.064082,0.025633,0.320755,0.428025,0.331845,0.263057
2022,Morgan St,8,100.78054,96.86148,76.100926,4.972923,7.730071,0,3,0,0,0.593254,0,0.319109,0.20392,0.328643,0.671357,0.323927,0.541555,0.11145,0.045262,0.316872,0.376502,0.332099,0.316622
2022,Morris,14,82.33834,121.272196,84.475,8.642667,-26.157325,0,0,1,0,0.000699,0,0.258065,0.177567,0.185185,0.814815,0.325581,0.444444,0.088784,0.05327,0.48062,0.410761,0.326896,0.303204
2022,Mount Marty,10,84.586695,109.100536,69.7,24.418638,-1.381365,0,0,0,0,0.002764,0,0.275862,0.215208,0.15,0.85,0.230769,0.368421,0.086083,0.043042,0.557692,0.346614,0.337644,0.290339
2022,Mount Olive,11,78.245436,105.300942,76.275,17.536944,-9.263049,0,0,0,0,0.002342,0,0.217391,0.222878,0.425,0.575,0.125,0.333333,0.131105,0.065552,0.319444,0.368505,0.328058,0.325027
2022,Mount St Marys,7,104.304291,96.063846,65.645833,10.176199,11.063713,0,7,2,0,0.438888,0,0.344961,0.197017,0.307619,0.692381,0.262847,0.530667,0.08683,0.061441,0.304784,0.373143,0.322945,0.282828
2022,MTSU,3,111.64019,102.707485,69.866667,14.619836,22.236052,8,14,0,0,0.616472,0,0.328106,0.189105,0.297599,0.702401,0.320166,0.479021,0.114938,0.059854,0.430873,0.370614,0.333033,0.292052
2022,Mtvincent,14,74.613562,117.687883,76.9625,1.575769,-29.224212,0,0,2,0,0.002807,0,0.317073,0.246873,0.15,0.85,0.209091,0.341463,0.09745,0.045477,0.372727,0.32866,0.349784,0.271919
2022,Multnomah,13,70.271874,106.698533,85.325,13.25847,-22.541554,0,0,0,0,0.000525,0,0.189189,0.199238,0.15,0.85,0.102941,0.590909,0.082039,0.04688,0.544118,0.425258,0.350303,0.335567
2022,Murray St,1,120.359421,93.431166,68.525,13.191403,28.791403,9,17,0,0,0.833827,0,0.353425,0.166454,0.319777,0.680223,0.313402,0.506997,0.115378,0.045604,0.376289,0.38626,0.337309,0.300843
2022,N Arizona,9,102.400379,103.722024,68.345313,10.261374,4.348852,0,3,2,0,0.161536,0,0.358344,0.197069,0.285106,0.714894,0.280759,0.523377,0.065842,0.036579,0.41897,0.36216,0.340143,0.341975
2022,N Central,16,74.587075,135.590283,75.4125,4.728196,-40.571816,0,0,1,0,0.000127,0,0.19697,0.225427,0.25,0.75,0.219512,0.473684,0.046411,0.00663,0.536585,0.478277,0.351066,0.269018
2022,N Colorado,6,113.753806,112.844813,71.378571,11.991761,13.328584,5,9,3,0,0.555252,0,0.382729,0.17212,0.220268,0.779732,0.310039,0.449064,0.058041,0.039628,0.461614,0.387485,0.340007,0.325887
2022,N Dakota St,5,111.670887,95.584813,69.245455,10.351711,16.47291,3,12,0,0,0.768033,0,0.35806,0.168045,0.226094,0.773906,0.338658,0.423299,0.056453,0.049888,0.373269,0.382789,0.357091,0.29233
2022,N Greenville,14,89.735267,136.656613,81.275,24.369954,-24.430039,0,0,0,0,0.00006,0,0.277778,0.22147,0.241379,0.758621,0.136364,0.407407,0.086127,0.012304,0.272727,0.517174,0.380455,0.226202
2022,N Illinois,8,98.44776,98.89689,68.729167,14.808956,8.015623,4,2,1,0,0.316577,0,0.317029,0.199333,0.262126,0.737874,0.331106,0.488406,0.091179,0.03977,0.335358,0.388696,0.33797,0.306038
2022,N Kentucky,6,108.386109,94.445077,66.557812,9.586394,14.198896,2,11,2,0,0.783457,0,0.345253,0.197667,0.350923,0.649077,0.258924,0.546584,0.13616,0.037561,0.432072,0.381243,0.328123,0.287912
2022,N'Western St,9,104.081801,106.072536,73.398438,9.928844,3.666338,0,2,1,0,0.33772,0,0.342144,0.194572,0.306424,0.693576,0.243539,0.53743,0.086429,0.047685,0.338469,0.364231,0.333025,0.315413
2022,Navy,5,103.778224,88.817219,64.951562,10.719321,15.663086,2,11,1,0,0.653682,0,0.325664,0.198225,0.320771,0.679229,0.302455,0.509091,0.108735,0.051481,0.31529,0.380511,0.344845,0.267239
2022,NC A&T,8,101.999461,98.454363,68.859375,10.445476,8.351732,1,6,1,0,0.324989,0,0.31221,0.184252,0.315419,0.684581,0.28436,0.486352,0.113002,0.046744,0.340706,0.39021,0.32435,0.3015
2022,NC Central,8,102.618759,93.469337,71.98871,4.364681,9.267913,0,8,1,0,0.574695,0,0.331683,0.218672,0.328865,0.671135,0.363132,0.47466,0.121435,0.030023,0.33648,0.384626,0.316282,0.32504
2022,NC State,3,113.34887,101.035873,69.311719,22.935928,19.642185,7,1,0,0,0.152505,0,0.340996,0.145177,0.338117,0.661883,0.290936,0.43932,0.101444,0.053202,0.392088,0.374216,0.348697,0.294948
2022,NC Wesleyan,10,94.095661,110.8462,68.8,15.522485,-0.277507,0,0,0,0,0.014154,0,0.4,0.218023,0.304348,0.695652,0.140351,0.541667,0.145349,0.043605,0.263158,0.390273,0.340426,0.275801
2022,Nebraska,4,108.930889,98.775808,73.089844,24.768602,18.718603,5,4,0,0,0.400302,0,0.319544,0.171878,0.221907,0.778093,0.333333,0.490385,0.098338,0.037197,0.373867,0.372638,0.346637,0.30011
2022,Nelson,15,75.059572,135.101362,79.225,10.696285,-39.603738,0,0,1,0,0.000711,0,0.27451,0.205112,0.191304,0.808696,0.173913,0.413793,0.075734,0.044178,0.403162,0.372368,0.350954,0.361292
2022,Neumann,11,108.150103,135.483758,72.65,17.976797,-7.823194,0,0,0,0,0.002764,0,0.4,0.110117,0.2,0.8,0.215385,0.357143,0,0.013765,0.307692,0.354482,0.34647,0.253201
2022,Nevada,3,109.441039,95.841603,71.231452,21.692079,20.356581,6,6,0,0,0.438,0,0.333333,0.185221,0.240483,0.759517,0.320829,0.564838,0.089667,0.046645,0.362822,0.390016,0.347871,0.297983
2022,New England,15,80.151316,137.274743,62.55,0.615042,-32.184939,0,0,1,0,0.000865,0,0.2,0.159872,0.16,0.84,0.375,0.588235,0.063949,0,0.520833,0.385127,0.307692,0.208585
2022,New Hampshire,6,111.73539,99.62584,63.263393,8.750712,12.536444,0,9,2,0,0.590564,0,0.366112,0.143391,0.277888,0.722112,0.252494,0.48227,0.073389,0.045163,0.412095,0.383703,0.338096,0.25424
2022,New Mexico,4,109.956855,97.839299,71.990625,19.481216,17.687455,5,6,0,0,0.499083,0,0.343923,0.162782,0.259191,0.740809,0.31875,0.450839,0.086817,0.060338,0.377083,0.39019,0.345106,0.310399
2022,New Mexico St,3,112.437873,94.365282,68.649219,16.128458,23.631303,16,7,1,0,0.704845,0,0.326398,0.203935,0.292445,0.707555,0.347514,0.53744,0.073744,0.060543,0.424862,0.382912,0.334183,0.313084
2022,New Orleans,7,104.933673,98.977359,75.633871,7.838801,10.363796,0,8,2,0,0.4936,0,0.311594,0.188941,0.253333,0.746667,0.399347,0.473441,0.104067,0.037106,0.225245,0.381126,0.319595,0.312249
2022,Niagara,5,105.991304,93.718173,66.546667,13.454274,15.780954,3,10,0,0,0.516032,0,0.345455,0.164296,0.236869,0.763131,0.27652,0.497965,0.084652,0.040072,0.360548,0.367146,0.332707,0.302893
2022,Nicholls,5,111.242121,98.522409,72.760156,7.126904,14.629928,1,7,0,0,0.686169,0,0.330391,0.16922,0.310261,0.689739,0.212553,0.434608,0.114245,0.054116,0.37708,0.360781,0.331604,0.321189
2022,NJIT,9,96.527912,99.054245,67.984483,11.172651,4.248531,0,8,1,0,0.282018,0,0.326889,0.188684,0.241206,0.758794,0.310667,0.446646,0.08927,0.053765,0.354959,0.382603,0.337089,0.254872
2022,NM Highlands,10,98.537039,118.371011,74.225,23.631303,-0.16871,0,0,0,0,0.003845,0,0.307692,0.229033,0.275862,0.724138,0.183333,0.6,0.080835,0.013473,0.433333,0.424862,0.326398,0.347514
2022,Norfolk St,5,107.914896,91.486899,71.045833,6.309959,16.355126,1,13,1,0,0.762099,0,0.347611,0.197056,0.261393,0.738607,0.377414,0.476131,0.094305,0.05161,0.355178,0.377738,0.316622,0.321804
2022,North Alabama,8,99.9411,93.595969,71.2525,7.393688,8.440356,0,3,2,0,0.158796,0,0.315522,0.167012,0.304428,0.695572,0.229637,0.404255,0.095903,0.048653,0.413032,0.390232,0.327978,0.304523
2022,North Carolina,1,118.629191,110.412998,70.623485,25.345341,31.468424,25,4,0,0,0.775754,0,0.362069,0.165195,0.268293,0.731707,0.296425,0.536184,0.076805,0.054493,0.374379,0.375854,0.348596,0.287374
2022,North Dakota,10,104.630978,109.735072,69.552419,10.332648,1.648766,0,3,2,0,0.238381,0,0.344913,0.172068,0.285714,0.714286,0.314896,0.504736,0.057511,0.0269,0.441402,0.400677,0.353283,0.292887
2022,North Florida,7,102.923037,97.447162,69.709677,13.243449,11.320869,2,5,0,0,0.577372,0,0.339061,0.209625,0.268827,0.731173,0.298336,0.543448,0.079593,0.06895,0.500861,0.391772,0.326814,0.270728
2022,North Park,11,115.693222,125.191661,61.025,-1.864394,-3.664394,0,0,1,0,0.106029,0,0.529412,0.180254,0.465116,0.534884,0.311475,0.52,0.09832,0.016387,0.278689,0.362476,0.325704,0.315252
2022,North Texas,2,112.797721,91.67267,60.8075,17.335617,26.110615,11,10,0,0,0.682076,0,0.35625,0.188573,0.304519,0.695481,0.375905,0.480712,0.110184,0.044951,0.42133,0.367252,0.340692,0.287412
2022,Northeastern,6,103.445776,98.945228,65.905645,16.847824,11.83493,3,4,1,0,0.325095,0,0.319635,0.211935,0.252016,0.747984,0.306034,0.496474,0.071461,0.041604,0.404557,0.396447,0.347103,0.288874
2022,Northern Iowa,3,114.75647,102.931591,68.9825,19.72294,23.160439,9,10,0,0,0.653745,0,0.349582,0.161877,0.213048,0.786952,0.334526,0.452536,0.082146,0.020778,0.428145,0.402921,0.343955,0.282729
2022,Northern NM,12,79.972036,114.373948,72.29375,18.040618,-12.759396,0,0,0,0,0.001248,0,0.280899,0.273191,0.25641,0.74359,0.246512,0.435897,0.093369,0.031123,0.413953,0.41041,0.351306,0.314761
2022,Northland,16,75.288306,152.59986,71.0875,12.140268,-45.659745,0,0,0,0,0.000014,0,0.277778,0.19694,0.194444,0.805556,0.113043,0.414634,0.049235,0.007034,0.469565,0.44421,0.35764,0.280899
2022,Northwest U,11,100.882499,131.723939,72.225,19.23507,-9.564944,0,0,0,0,0.001682,0,0.470588,0.124611,0.15,0.85,0.180328,0.481481,0.041537,0.027691,0.278689,0.457516,0.33956,0.279537
2022,Northwestern,2,112.022105,92.064229,70.020968,22.324823,24.840957,8,3,0,0,0.399411,0,0.347185,0.13959,0.268182,0.731818,0.256224,0.59466,0.092599,0.049755,0.386929,0.371764,0.347549,0.312543
2022,Northwood,12,83.258,109.376561,70.6,7.20416,-11.59584,0,0,0,0,0.008724,0,0.307692,0.254958,0.342857,0.657143,0.280702,0.5,0.056657,0.028329,0.22807,0.35022,0.308176,0.303414
